index,date,week,team,opp,crew,points,oYards,pYards,pCount,won,tDiff,penDiff,ptsDiff,ydsDiff,home,tie
1,1/1/2023,17,ATL,ARI,Alex Kemp,20,298,70,5,1,1,-3,1,-41,1,0
2,1/1/2023,17,DET,CHI,Adrian Hill,41,504,42,6,1,-2,3,31,274,1,0
3,1/1/2023,17,GB,MIN,Carl Cheffers,41,315,30,3,1,-4,-3,24,-31,1,0
4,1/1/2023,17,KC,DEN,Tra Blake,27,374,31,5,1,0,2,3,67,1,0
5,1/1/2023,17,LAC,LAR,Clete Blakeman,31,431,19,2,1,-1,-1,21,154,1,0
6,1/1/2023,17,NE,MIA,Brad Allen,23,249,39,6,1,-2,-3,2,-84,1,0
7,1/1/2023,17,NYG,IND,Craig Wrolstad,38,394,20,3,1,0,-4,28,142,1,0
8,1/1/2023,17,SEA,NYJ,Ron Torbert,23,346,25,5,1,-3,3,17,67,1,0
9,1/1/2023,17,TB,CAR,Brad Rogers,30,478,51,8,1,-2,0,6,78,1,0
10,1/7/2023,18,JAX,TEN,Bill Vinovich,20,222,25,4,1,-1,-2,4,-90,1,0
11,1/7/2024,18,CIN,CLE,Alan Eck,31,328,10,1,1,-1,-6,17,84,1,0
12,1/7/2024,18,DET,MIN,Brad Rogers,30,381,20,4,1,-2,-4,10,-67,1,0
13,1/7/2024,18,GB,CHI,Carl Cheffers,17,432,5,1,1,1,0,8,240,1,0
14,1/7/2024,18,LV,DEN,Shawn Hochuli,27,359,0,0,1,-1,-4,13,73,1,0
15,1/7/2024,18,NO,ATL,John Hussey,48,400,15,3,1,-3,-5,31,11,1,0
16,1/7/2024,18,NYG,PHI,Craig Wrolstad,27,415,21,3,1,-3,1,17,116,1,0
17,1/7/2024,18,TEN,JAX,Tra Blake,28,327,29,5,1,-1,-1,8,-35,1,0
18,1/8/2023,18,ATL,TB,Land Clark,30,382,18,2,1,0,-1,13,160,1,0
19,1/8/2023,18,BUF,NE,Clay Martin,35,327,20,2,1,0,0,12,-14,1,0
20,1/8/2023,18,CIN,BAL,Ron Torbert,27,257,35,3,1,-3,-2,11,-129,1,0
21,1/8/2023,18,DEN,LAC,Shawn Hochuli,31,471,36,3,1,0,-2,3,119,1,0
22,1/8/2023,18,MIA,NYJ,John Hussey,11,302,47,5,1,0,-1,5,115,1,0
23,1/8/2023,18,PHI,NYG,Carl Cheffers,22,342,30,4,1,1,-4,6,58,1,0
24,1/8/2023,18,PIT,CLE,Clete Blakeman,28,333,20,4,1,-1,-5,14,26,1,0
25,1/8/2023,18,SEA,LAR,Craig Wrolstad,19,402,20,4,1,1,1,3,133,1,0
26,1/8/2023,18,SF,ARI,Adrian Hill,38,311,10,2,1,-4,-5,25,56,1,0
27,1/8/2023,18,WAS,DAL,Tra Blake,26,309,10,2,1,-1,-4,20,127,1,0
28,10/1/2023,4,BUF,MIA,Adrian Hill,48,414,20,4,1,-2,-4,28,21,1,0
29,10/1/2023,4,DAL,NE,Scott Novak,38,377,32,5,1,-3,-1,35,124,1,0
30,10/1/2023,4,HOU,PIT,Bill Vinovich,30,451,63,8,1,-1,6,24,226,1,0
31,10/1/2023,4,JAX,ATL,Craig Wrolstad,23,300,25,3,1,-3,0,16,13,1,0
32,10/1/2023,4,LAC,LV,John Hussey,24,305,34,4,1,-2,-5,7,41,1,0
33,10/1/2023,4,PHI,WAS,Ron Torbert,34,415,81,11,1,0,4,3,50,1,0
34,10/1/2023,4,SF,ARI,Clete Blakeman,35,395,21,4,1,0,-5,19,33,1,0
35,10/1/2023,4,TEN,CIN,Shawn Smith,27,400,27,5,1,0,0,24,189,1,0
36,10/10/2022,5,KC,LV,Carl Cheffers,30,368,72,5,1,0,-6,1,-10,1,0
37,10/12/2023,6,KC,DEN,Shawn Hochuli,19,389,84,7,1,-2,4,11,192,1,0
38,10/15/2023,6,BUF,NYG,Tra Blake,14,297,51,7,1,2,-2,5,-20,1,0
39,10/15/2023,6,CIN,SEA,Adrian Hill,17,214,43,5,1,-1,-2,4,-170,1,0
40,10/15/2023,6,CLE,SF,John Hussey,19,334,119,13,1,1,1,2,119,1,0
41,10/15/2023,6,HOU,NO,Alan Eck,20,297,29,3,1,-1,-4,7,-133,1,0
42,10/15/2023,6,JAX,IND,Alex Kemp,37,233,25,5,1,-3,-1,17,-121,1,0
43,10/15/2023,6,LAR,ARI,Ron Torbert,26,382,59,6,1,-1,1,17,37,1,0
44,10/15/2023,6,LV,NE,Brad Rogers,21,348,42,6,1,0,-4,4,89,1,0
45,10/15/2023,6,MIA,CAR,Craig Wrolstad,42,424,25,3,1,1,0,21,128,1,0
46,10/15/2023,6,NYJ,PHI,Scott Novak,20,244,68,9,1,-4,4,6,-104,1,0
47,10/16/2022,6,ATL,SF,Carl Cheffers,28,289,40,5,1,-3,0,14,-57,1,0
48,10/16/2022,6,IND,JAX,Jerome Boger,34,434,52,7,1,-1,3,7,55,1,0
49,10/16/2022,6,LAR,CAR,Tra Blake,24,360,49,7,1,0,4,14,157,1,0
50,10/16/2022,6,NYG,BAL,Clay Martin,24,238,25,3,1,-1,-7,4,-168,1,0
51,10/16/2022,6,PHI,DAL,John Hussey,26,268,10,2,1,-3,-8,9,-47,1,0
52,10/16/2022,6,PIT,TB,Shawn Smith,20,270,45,7,1,0,1,2,-34,1,0
53,10/16/2022,6,SEA,ARI,Shawn Hochuli,19,296,44,6,1,-1,0,10,-19,1,0
54,10/17/2022,6,LAC,DEN,Ron Torbert,19,297,89,9,1,0,-1,3,39,1,0
55,10/2/2022,4,ATL,CLE,Craig Wrolstad,23,333,15,1,1,-1,-6,3,-70,1,0
56,10/2/2022,4,DAL,WAS,Shawn Smith,25,279,20,4,1,-2,-7,15,-18,1,0
57,10/2/2022,4,GB,NE,Adrian Hill,27,443,40,4,1,1,-3,3,172,1,0
58,10/2/2022,4,LV,DEN,Land Clark,32,385,25,4,1,-1,-3,9,86,1,0
59,10/2/2022,4,NYG,CHI,Carl Cheffers,20,333,55,7,1,-1,2,8,29,1,0
60,10/2/2022,4,PHI,JAX,Shawn Hochuli,29,401,20,3,1,-4,-1,8,182,1,0
61,10/20/2022,7,ARI,NO,Jerome Boger,42,326,20,4,1,-3,-4,8,-168,1,0
62,10/22/2023,7,BAL,DET,Brad Rogers,38,503,45,4,1,0,-1,32,166,1,0
63,10/22/2023,7,CHI,LV,Clay Martin,30,323,110,9,1,-3,7,18,88,1,0
64,10/22/2023,7,DEN,GB,Alex Kemp,19,339,60,8,1,-1,1,2,8,1,0
65,10/22/2023,7,KC,LAC,Tra Blake,31,483,43,6,1,0,2,14,125,1,0
66,10/22/2023,7,NE,BUF,Clete Blakeman,29,364,59,8,1,-1,-1,4,25,1,0
67,10/22/2023,7,NYG,WAS,John Hussey,14,356,40,4,1,1,-6,7,83,1,0
68,10/22/2023,7,PHI,MIA,Brad Allen,31,355,0,0,1,1,-10,14,111,1,0
69,10/22/2023,7,SEA,ARI,Scott Novak,20,318,32,5,1,3,-2,10,69,1,0
70,10/23/2022,7,BAL,CLE,Shawn Smith,23,254,53,3,1,-1,-3,3,-82,1,0
71,10/23/2022,7,CAR,TB,Craig Wrolstad,21,343,15,3,1,0,-1,18,21,1,0
72,10/23/2022,7,CIN,ATL,Clete Blakeman,35,537,17,5,1,0,2,18,323,1,0
73,10/23/2022,7,DAL,DET,Adrian Hill,24,330,55,7,1,-4,-1,18,18,1,0
74,10/23/2022,7,LV,HOU,John Hussey,38,400,44,5,1,-1,2,18,-4,1,0
75,10/23/2022,7,MIA,PIT,Scott Novak,16,372,30,5,1,-3,0,6,31,1,0
76,10/23/2022,7,TEN,IND,Ron Torbert,19,254,15,2,1,-2,-2,9,-38,1,0
77,10/23/2022,7,WAS,GB,Clay Martin,23,364,54,7,1,0,-2,2,132,1,0
78,10/23/2023,7,MIN,SF,Carl Cheffers,22,452,35,5,1,-2,0,5,127,1,0
79,10/26/2023,8,BUF,TB,Scott Novak,24,427,86,9,1,1,-2,6,125,1,0
80,10/29/2023,8,CAR,HOU,John Hussey,15,224,20,3,1,-1,-7,2,-5,1,0
81,10/29/2023,8,DAL,LAR,Adrian Hill,43,387,21,4,1,0,0,23,107,1,0
82,10/29/2023,8,DEN,KC,Brad Allen,24,240,35,6,1,-4,1,15,-34,1,0
83,10/29/2023,8,LAC,CHI,Brad Rogers,30,352,15,2,1,-1,-5,17,57,1,0
84,10/29/2023,8,MIA,NE,Land Clark,31,390,25,3,1,1,-4,14,172,1,0
85,10/29/2023,8,SEA,CLE,Bill Vinovich,24,362,43,7,1,-1,3,4,-23,1,0
86,10/29/2023,8,TEN,ATL,Clay Martin,28,375,53,6,1,0,3,5,33,1,0
87,10/3/2022,4,SF,LAR,Brad Allen,24,327,25,4,1,-2,3,15,70,1,0
88,10/30/2022,8,ATL,CAR,Shawn Hochuli,37,406,64,7,1,1,-2,3,-72,1,0
89,10/30/2022,8,BUF,GB,Ron Torbert,27,369,35,4,1,1,-4,10,-29,1,0
90,10/30/2022,8,DAL,CHI,Brad Rogers,49,442,41,6,1,0,0,20,71,1,0
91,10/30/2022,8,MIN,ARI,Brad Allen,34,381,86,10,1,-2,0,8,6,1,0
92,10/30/2022,8,NO,LV,Scott Novak,24,367,27,5,1,-1,-1,24,184,1,0
93,10/30/2022,8,PHI,PIT,Clete Blakeman,35,401,60,8,1,-2,-1,22,99,1,0
94,10/30/2022,8,SEA,NYG,Jerome Boger,27,277,25,3,1,-1,-3,14,52,1,0
95,10/30/2023,8,DET,LV,Clete Blakeman,26,486,55,5,1,2,1,12,329,1,0
96,10/31/2022,8,CLE,CIN,Bill Vinovich,32,440,56,6,1,0,4,19,211,1,0
97,10/8/2023,5,ATL,HOU,Shawn Hochuli,21,447,55,7,1,2,2,2,134,1,0
98,10/8/2023,5,DET,CAR,Adrian Hill,42,377,35,5,1,-3,-2,18,35,1,0
99,10/8/2023,5,IND,TEN,Brad Rogers,23,429,55,8,1,-1,4,7,81,1,0
100,10/8/2023,5,MIA,NYG,Ron Torbert,31,524,43,6,1,3,0,15,256,1,0
101,10/8/2023,5,PIT,BAL,Carl Cheffers,17,289,30,3,1,-2,1,7,-46,1,0
102,10/8/2023,5,SF,DAL,Alan Eck,42,421,45,6,1,-3,0,32,224,1,0
103,10/9/2022,5,BAL,CIN,Scott Novak,19,325,48,6,1,0,2,2,34,1,0
104,10/9/2022,5,BUF,PIT,John Hussey,38,552,28,5,1,0,-1,35,188,1,0
105,10/9/2022,5,MIN,CHI,Shawn Hochuli,29,429,70,7,1,0,1,7,158,1,0
106,10/9/2022,5,NE,DET,Craig Wrolstad,29,364,46,6,1,-1,-1,29,52,1,0
107,10/9/2022,5,NO,SEA,Brad Allen,39,438,57,6,1,1,-6,7,42,1,0
108,10/9/2022,5,NYJ,MIA,Clay Martin,40,322,105,5,1,-2,-6,23,27,1,0
109,10/9/2022,5,TB,ATL,Jerome Boger,21,420,45,6,1,0,0,6,159,1,0
110,10/9/2023,5,LV,GB,Brad Allen,17,279,28,4,1,-2,1,4,-6,1,0
111,11/10/2022,10,CAR,ATL,Adrian Hill,25,333,89,10,1,-1,6,10,42,1,0
112,11/12/2023,10,ARI,ATL,Craig Wrolstad,25,352,112,11,1,1,7,2,98,1,0
113,11/12/2023,10,DAL,NYG,Brad Rogers,49,640,83,9,1,1,7,32,468,1,0
114,11/12/2023,10,LV,NYJ,Shawn Hochuli,16,274,25,3,1,1,-5,4,-91,1,0
115,11/12/2023,10,MIN,NO,Adrian Hill,27,388,35,5,1,-2,-4,8,108,1,0
116,11/12/2023,10,PIT,GB,Scott Novak,23,324,27,3,1,-2,-2,4,-75,1,0
117,11/12/2023,10,SEA,WAS,Alex Kemp,29,489,50,8,1,-1,2,3,133,1,0
118,11/12/2023,10,TB,TEN,Alan Eck,20,340,50,7,1,0,2,14,131,1,0
119,11/13/2022,10,GB,DAL,Brad Allen,31,415,40,6,1,0,-3,3,-6,1,0
120,11/13/2022,10,KC,JAX,Brad Rogers,27,486,0,0,1,3,-5,10,171,1,0
121,11/13/2022,10,MIA,CLE,Shawn Hochuli,39,491,43,5,1,-1,-1,22,194,1,0
122,11/13/2022,10,NYG,HOU,Bill Vinovich,24,367,24,5,1,-2,-2,8,-20,1,0
123,11/13/2022,10,PIT,NO,Carl Cheffers,20,379,40,3,1,-2,-7,10,193,1,0
124,11/13/2022,10,SF,LAC,Shawn Smith,22,387,52,5,1,0,4,6,149,1,0
125,11/13/2022,10,TB,SEA,John Hussey,21,419,40,4,1,1,-2,5,136,1,0
126,11/13/2022,10,TEN,DEN,Scott Novak,17,307,60,9,1,0,1,7,-6,1,0
127,11/16/2023,11,BAL,CIN,Adrian Hill,34,405,110,9,1,0,0,14,133,1,0
128,11/19/2023,11,BUF,NYJ,Alan Eck,32,393,77,8,1,-3,3,26,238,1,0
129,11/19/2023,11,CLE,PIT,Shawn Hochuli,13,259,10,1,1,1,-5,3,10,1,0
130,11/19/2023,11,DEN,MIN,Ron Torbert,21,295,48,4,1,-3,-2,1,-90,1,0
131,11/19/2023,11,DET,CHI,Scott Novak,31,338,25,5,1,3,-1,5,4,1,0
132,11/19/2023,11,GB,LAC,John Hussey,23,397,46,7,1,-1,3,3,3,1,0
133,11/19/2023,11,HOU,ARI,Alex Kemp,21,419,19,3,1,1,-2,5,100,1,0
134,11/19/2023,11,JAX,TEN,Brad Rogers,34,389,29,4,1,-2,-3,20,154,1,0
135,11/19/2023,11,LAR,SEA,Carl Cheffers,17,267,92,9,1,0,-3,1,-24,1,0
136,11/19/2023,11,MIA,LV,Bill Vinovich,20,422,44,5,1,0,0,7,126,1,0
137,11/19/2023,11,SF,TB,Craig Wrolstad,27,420,66,7,1,-2,4,13,133,1,0
138,11/2/2023,9,PIT,TEN,John Hussey,20,326,80,10,1,-1,3,4,-14,1,0
139,11/20/2022,11,ATL,CHI,Tra Blake,27,280,13,2,1,1,-5,3,-8,1,0
140,11/20/2022,11,BAL,CAR,Jerome Boger,13,308,93,10,1,-2,1,10,103,1,0
141,11/20/2022,11,BUF,CLE,Adrian Hill,31,357,89,8,1,-1,2,8,-39,1,0
142,11/20/2022,11,NE,NYJ,Carl Cheffers,10,297,55,8,1,0,5,7,194,1,0
143,11/20/2022,11,NO,LAR,Ron Torbert,27,323,15,2,1,0,-4,7,-13,1,0
144,11/23/2023,12,DAL,WAS,Bill Vinovich,45,431,48,7,1,-1,3,35,55,1,0
145,11/24/2022,12,DAL,NYG,Scott Novak,28,430,86,13,1,2,6,8,130,1,0
146,11/24/2022,12,MIN,NE,Alex Kemp,33,358,20,3,1,1,-3,7,-51,1,0
147,11/26/2023,12,ATL,NO,Brad Allen,24,396,35,5,1,0,-1,9,-48,1,0
148,11/26/2023,12,DEN,CLE,Adrian Hill,29,294,71,8,1,-2,0,17,25,1,0
149,11/26/2023,12,IND,TB,Clete Blakeman,27,394,40,5,1,-1,1,7,96,1,0
150,11/26/2023,12,NYG,NE,Scott Novak,10,220,37,4,1,-2,2,3,-63,1,0
151,11/26/2023,12,PHI,BUF,Shawn Hochuli,37,378,30,4,1,1,-7,3,-127,1,0
152,11/26/2023,12,TEN,CAR,Ron Torbert,17,264,53,8,1,-1,4,7,6,1,0
153,11/27/2022,12,CAR,DEN,Clay Martin,23,349,34,4,1,-1,0,13,103,1,0
154,11/27/2022,12,CLE,TB,Tra Blake,23,367,42,5,1,1,-4,6,42,1,0
155,11/27/2022,12,JAX,BAL,Land Clark,28,332,19,4,1,-1,1,1,-83,1,0
156,11/27/2022,12,KC,LAR,Adrian Hill,26,437,25,3,1,0,-2,16,239,1,0
157,11/27/2022,12,MIA,HOU,Jerome Boger,30,339,35,4,1,-2,-1,15,129,1,0
158,11/27/2022,12,NYJ,CHI,John Hussey,31,466,5,1,1,-1,0,21,174,1,0
159,11/27/2022,12,PHI,GB,Shawn Smith,40,500,25,3,1,-1,-1,7,158,1,0
160,11/27/2022,12,SF,NO,Shawn Hochuli,13,317,64,7,1,-2,1,13,57,1,0
161,11/27/2022,12,WAS,ATL,Brad Rogers,19,314,28,4,1,0,2,6,-18,1,0
162,11/30/2023,13,DAL,SEA,Clete Blakeman,41,411,127,9,1,-1,-1,6,5,1,0
163,11/5/2023,9,BAL,SEA,Shawn Hochuli,37,515,11,3,1,0,-2,34,364,1,0
164,11/5/2023,9,CIN,BUF,Alex Kemp,24,397,49,6,1,-2,1,6,80,1,0
165,11/5/2023,9,CLE,ARI,Carl Cheffers,27,326,65,6,1,-3,2,27,268,1,0
166,11/5/2023,9,GB,LAR,Clete Blakeman,20,391,57,8,1,0,3,17,204,1,0
167,11/5/2023,9,HOU,TB,Land Clark,39,496,115,9,1,0,0,2,164,1,0
168,11/5/2023,9,KC,MIA,Clay Martin,21,267,69,9,1,0,3,7,-25,1,0
169,11/5/2023,9,LV,NYG,Alan Eck,30,334,30,4,1,-2,1,24,57,1,0
170,11/5/2023,9,NO,CHI,Ron Torbert,24,301,5,1,1,-5,-7,7,-67,1,0
171,11/5/2023,9,PHI,DAL,Tra Blake,28,292,98,10,1,-1,0,5,-114,1,0
172,11/6/2022,9,CIN,CAR,Alex Kemp,42,464,35,5,1,-3,-2,21,236,1,0
173,11/6/2022,9,DET,GB,Tra Blake,15,254,62,7,1,-2,-1,6,-135,1,0
174,11/6/2022,9,JAX,LV,Bill Vinovich,27,403,30,4,1,0,-1,7,82,1,0
175,11/6/2022,9,KC,TEN,Clete Blakeman,20,499,69,10,1,1,2,3,270,1,0
176,11/6/2022,9,NE,IND,Clay Martin,26,203,35,4,1,0,2,23,82,1,0
177,11/6/2022,9,NYJ,BUF,Land Clark,20,310,30,3,1,-1,0,3,-7,1,0
178,11/6/2022,9,TB,LAR,Shawn Hochuli,16,323,55,7,1,0,3,3,117,1,0
179,11/9/2023,10,CHI,CAR,Clete Blakeman,16,295,44,7,1,0,2,3,82,1,0
180,12/10/2023,14,BAL,LAR,Scott Novak,37,449,79,7,1,1,2,6,39,1,0
181,12/10/2023,14,CHI,DET,Tra Blake,28,336,35,4,1,-3,-4,15,69,1,0
182,12/10/2023,14,CIN,IND,Shawn Hochuli,34,385,40,5,1,-1,-4,20,113,1,0
183,12/10/2023,14,CLE,JAX,Ron Torbert,31,389,75,8,1,-1,1,4,96,1,0
184,12/10/2023,14,DAL,PHI,John Hussey,33,394,60,7,1,-2,-3,20,70,1,0
185,12/10/2023,14,NO,CAR,Alan Eck,28,207,30,3,1,-1,-1,22,-96,1,0
186,12/10/2023,14,NYJ,HOU,Brad Allen,30,347,52,8,1,1,4,24,212,1,0
187,12/10/2023,14,SF,SEA,Brad Rogers,28,527,30,5,1,0,0,12,203,1,0
188,12/11/2022,14,BUF,NYJ,Alex Kemp,20,232,35,5,1,-2,-2,8,-77,1,0
189,12/11/2022,14,CIN,CLE,Jerome Boger,23,363,36,4,1,0,-5,13,19,1,0
190,12/11/2022,14,DAL,HOU,John Hussey,27,404,10,3,1,1,-1,4,77,1,0
191,12/11/2022,14,DET,MIN,Ron Torbert,34,464,51,7,1,-2,4,11,48,1,0
192,12/11/2022,14,LAC,MIA,Scott Novak,23,432,40,6,1,0,0,6,213,1,0
193,12/11/2022,14,SF,TB,Brad Allen,35,404,15,2,1,-2,-6,28,82,1,0
194,12/11/2023,14,NYG,GB,Land Clark,24,367,47,5,1,-1,1,2,41,1,0
195,12/14/2023,15,LV,LAC,Ron Torbert,63,378,30,4,1,-5,-2,42,52,1,0
196,12/16/2023,15,CIN,MIN,Bill Vinovich,27,378,26,3,1,-1,-1,3,-46,1,0
197,12/16/2023,15,DET,DEN,John Hussey,42,448,54,2,1,-1,-2,25,161,1,0
198,12/16/2023,15,IND,PIT,Adrian Hill,30,372,10,2,1,-3,-6,17,156,1,0
199,12/17/2022,15,BUF,MIA,Bill Vinovich,32,446,51,7,1,1,-1,3,41,1,0
200,12/17/2022,15,CLE,BAL,Brad Allen,13,283,32,3,1,-2,0,10,-41,1,0
201,12/17/2022,15,MIN,IND,Tra Blake,39,518,74,9,1,2,-2,3,177,1,0
202,12/17/2023,15,BUF,DAL,Craig Wrolstad,31,351,15,1,1,-1,-4,21,156,1,0
203,12/17/2023,15,CAR,ATL,Land Clark,9,283,35,4,1,-2,0,2,79,1,0
204,12/17/2023,15,CLE,CHI,Brad Allen,20,377,48,9,1,0,5,3,141,1,0
205,12/17/2023,15,LAR,WAS,Alan Eck,28,445,36,5,1,1,2,8,148,1,0
206,12/17/2023,15,MIA,NYJ,Brad Rogers,30,290,65,9,1,-4,2,30,187,1,0
207,12/17/2023,15,NO,NYG,Carl Cheffers,24,296,58,6,1,0,1,18,103,1,0
208,12/18/2022,15,DEN,ARI,Jerome Boger,24,324,31,4,1,-1,-3,9,84,1,0
209,12/18/2022,15,JAX,DAL,Shawn Smith,40,503,37,4,1,1,2,6,106,1,0
210,12/18/2022,15,LAC,TEN,Land Clark,17,365,20,3,1,1,-3,3,81,1,0
211,12/18/2022,15,LV,NE,Ron Torbert,30,308,90,13,1,0,7,6,-10,1,0
212,12/18/2022,15,NO,ATL,Clete Blakeman,21,348,46,6,1,0,3,3,28,1,0
213,12/18/2023,15,SEA,PHI,Clay Martin,20,297,35,5,1,-2,0,3,-24,1,0
214,12/19/2022,15,GB,LAR,Shawn Hochuli,24,345,80,4,1,1,-4,12,189,1,0
215,12/21/2023,16,LAR,NO,Brad Rogers,30,458,25,3,1,-1,0,8,119,1,0
216,12/23/2023,16,PIT,CIN,Craig Wrolstad,34,397,15,2,1,-3,-1,23,29,1,0
217,12/24/2022,16,BAL,ATL,Bill Vinovich,17,299,6,1,1,-1,-4,8,-28,1,0
